mfcc_1_avg,zero_crossing_rate,root_mean_square_energy,mean,target
0.1992391032788152,-0.574792947368671,1.7399838406513741,1.5053406228879056,0
-0.6055054287864321,0.030252260387824786,-0.7721329363593807,-0.3540862948159176,1
-0.34753519730095594,-0.574792947368671,0.01275455694282312,0.394440931771599,1
-0.2006728811453229,-0.574792947368671,0.3448576877026836,0.7124313891168135,0
-0.3851408954165541,-0.574792947368671,0.0584487936805358,0.5031220077416116,1
-0.23586595239075456,-0.574792947368671,-0.11547397609171635,0.3439022234740111,1
-0.20367052397465707,0.9378200720225686,-0.6165414241190974,-0.5466154758466221,0
-0.6131279310718857,0.9378200720225686,-0.7463596216811321,-0.48273081014849506,0
-0.5988833940249794,-0.574792947368671,-0.6264300405025415,-0.08099722227411398,1
-0.3200195205839331,-0.574792947368671,-0.2690135700766885,0.23339720809568903,1
0.10802793413607599,0.030252260387824786,0.2921826384010448,-0.9170350183145972,1
0.5717797851043883,0.6352974681443205,-0.666747094474896,-0.6069741564675413,1
1.7183762874533814,-0.574792947368671,-0.007131728640134171,-1.0591511673969034,0
0.6418023604792393,0.6352974681443205,-0.7832108143934092,-0.4937224185327342,0
0.6177151931013234,0.9378200720225686,-0.7698132039196511,-0.45235136723605496,0
1.6398437225362548,0.6352974681443205,-0.19036884592171766,-0.8992807562848503,1
1.5969356593357324,0.9378200720225686,-0.61205209404194,-0.5922318996359115,0
1.0982554230058277,0.030252260387824786,-0.49446513011791376,-0.7059717753543528,0
-0.8364397267193444,0.6352974681443205,-0.8387656718662615,-0.3598217850421449,0
-1.1184050118873663,-0.574792947368671,-0.6989686533376998,-0.0706394278047535,0
-2.541001638683842,-0.574792947368671,-0.635917602947486,-0.0024931754354955912,0
0.8953383514618726,-0.574792947368671,1.290635195217562,-1.6799703133240311,0
1.093095364180894,-0.574792947368671,0.9894716830528018,-1.6799703133240311,0
1.2148533145797369,-0.574792947368671,0.37626229448427134,-1.3917945000165255,0
0.6844214874557126,0.030252260387824786,-0.5100718576675197,-0.18904740623438757,0
0.8686751963948579,0.6352974681443205,-0.5306650659232411,-0.6262020406393894,0
0.5031031976047431,-0.574792947368671,-0.5229530460893009,0.05151431326367703,1
0.16646824624735385,-0.574792947368671,-0.2995198420785011,0.22138108875933513,1
0.08178342641516244,-0.574792947368671,-0.2643803553884787,0.2632562046176639,1
1.007254235491106,0.030252260387824786,0.005391571226463309,-0.8011976218566168,0
0.29931724953017314,0.030252260387824786,-0.5210350186496592,0.04805700493227168,1
